PGMN_WELL	SampleDate	SampleNumber	LabName	Ionbalance	Comments
W0000275-1	2013-09-19	C206217-0001	MOE	0.055	
W0000275-1	2014-10-21	C215839-0001	MOE	19.0	Ionic balance > 5%, use with caution; Calcium suspect
W0000275-1	2015-10-06	C224125-0001	MOE	3.6	
W0000276-2	2004-03-26	C114257-0001	MOE	10.0	Use with caution - Inconsistent with other results
W0000276-2	2008-10-16	C163769-0005	MOE	5.0	
W0000276-2	2009-10-22	C172306-0001	MOE	3.6	
W0000276-2	2011-10-12	C189334-0002	MOE	1.7	
W0000276-2	2012-10-17	C198167-0002	MOE	26.0	Ionic balance > 10%, use with caution;
W0000276-2	2013-10-30	C207628-0001	MOE	29.0	Ionic balance > 10%, use with caution;
W0000276-2	2014-10-21	C215839-0002	MOE	13.0	Ionic balance > 5%, use with caution;
W0000276-3	2004-03-26	C114259-0001	MOE	6.7	Use with caution - Inconsistent with other results
W0000276-3	2008-10-16	C163769-0004	MOE	3.9	
W0000276-3	2009-10-22	C172306-0002	MOE	0.3	
W0000276-3	2011-10-12	C189334-0001	MOE	5.0	
W0000276-3	2012-10-17	C198167-0001	MOE	6.1	
W0000276-3	2013-10-30	C207628-0002	MOE	0.38	
W0000276-3	2014-10-01	C215138-0001	MOE	0.63	
W0000276-3	2015-10-06	C224125-0002	MOE	4.3	
W0000277-1	2003-06-25	C106444-0002	MOE	3.4 	
W0000277-1	2007-10-30	07J1794	Near North Laboratories Inc		Ionic balance > 5%, use with caution; Magnesium inconsistent
W0000277-1	2008-10-01	C163366-0002	MOE	15 	Ionic balance > 5%, use with caution; error with CasingID (the analytical results belong to w274-1)
W0000277-1	2009-11-10	C172833-0002	MOE	15 	Ionic balance > 5%, use with caution; error with CasingID (the analytical results belong to w274-1)
W0000277-1	2010-10-14	C180823-0002	MOE	 [ NDID  ] 	Incomplete General Chemistry - Chloride missing; Calcium inconsistent
W0000277-1	2011-10-11	C189277-0002	MOE	3	
W0000277-1	2012-11-26	C199359-0002	MOE	8.2	
W0000277-1	2013-10-09	C206894-0002	MOE	5.2	
W0000277-1	2015-04-21	C219166-0001	MOE		
W0000277-1	2015-11-04	C225273-0001	MOE	10	
W0000278-1	2003-08-14	C108145-0002	MOE	6.8	
W0000278-1	2008-10-27	C164071-0002	MOE	9.6	
W0000278-1	2009-11-17	C173030-0001	MOE	0.39	
W0000278-1	2010-11-08	C181547-0001	MOE	7.5	
W0000278-1	2011-10-26	C189832-0002	MOE	12.0	Ionic balance > 5%, use with caution; Calcium suspect
W0000278-1	2012-10-23	C198427-0004	MOE	1.6	
W0000278-1	2013-10-29	C207538-0002	MOE	3.0	
W0000278-1	2014-10-20	C215801-0002	MOE	1.3	
W0000278-1	2015-11-03	C225224-0001	MOE		Ionic balance > 5%, use with caution;  Alkalinity suspect
W0000279-1	2003-04-15	C103923-0001	MOE	71.0	
W0000279-1	2008-10-28	C164071-0003	MOE	7.9	
W0000279-1	2009-11-23	C173134-0001	MOE	3.6	
W0000279-1	2010-11-09	C181547-0003	MOE	5.9	
W0000279-1	2011-10-31	C190051-0001	MOE	3.3	
W0000279-1	2012-10-23	C198427-0003	MOE	12.0	Ionic balance > 5%, use with caution; Alkalinity suspect
W0000279-1	2013-11-04	C207764-0001	MOE	9.8	
W0000279-1	2014-11-03	C216187-0002	MOE	3.2	
W0000279-1	2015-10-21	C224637-0002	MOE	6.8	
W0000280-4	2003-05-15	C104901-0001	MOE	37 	
W0000280-4	2005-10-13	C131031-0001	MOE	9.3 	Ionic balance > 20%, use with caution; Cations/Metals are inconsistent with other results; Contaminated with Ammonia
W0000280-4	2009-11-23	C173130-0001	MOE	39 RE-calculation(addSr,Fe)=0%	Use with caution - Sulphate Inconsistent with other results
W0000280-4	2010-11-09	C181584-0001	MOE	40 RE-calculation(addSr,Fe)=0%	
W0000280-4	2011-09-21	C188733-0001	MOE		
W0000280-4	2012-11-05	C198774-0005	MOE	22	
W0000280-4	2013-10-17	C207104-0001	MOE	21	
W0000280-4	2014-10-22	C215874-0002	MOE	29	
W0000280-4	2015-10-05	C223975-0001	MOE	23	
W0000281-1	2004-03-23	C114124-0001	MOE	3.4	
W0000281-1	2009-09-16	C171194-0001	MOE	2.3	
W0000281-1	2010-11-15	C181664-0003	MOE	11.0	Ionic balance > 5%, use with caution;
W0000281-1	2011-10-31	C189949-0001	MOE	12.0	Ionic balance > 5%, use with caution;
W0000281-1	2012-10-09	C197842-0001	MOE	2.3	Incomplete General Chemistry - Alkalinity missing
W0000281-1	2013-10-08	C206833-0001	MOE	0.34	
W0000281-1	2014-09-23	C214829-0001	MOE	1.8	
W0000281-1	2015-09-17	C223356-0001	MOE	5.6	
W0000282-3	2003-09-15	C109138-0001	MOE	4.8	
W0000282-3	2007-09-20	B07-29104-20	Caduceon Environmental Laboratories	1.4	 
W0000282-3	2010-12-08	C182252-0002	MOE	0.28	
W0000282-3	2011-11-10	C190404-0004	MOE	98.0	
W0000283-1	2003-07-29	C107614-0001	MOE	7.6 	DIC, DOC, Silicate suspect
W0000283-1	2007-04-17	R90605	Maxxam Analytics Inc 		Error with Well ID (the analytical results belong to W0000058-1). Use with caution - Inconsistent with other results; METALS suspect
W0000283-1	2007-09-05	U51111	Maxxam Analytics Inc 		Ionic balance > 15%, use with caution
W0000283-1	2008-05-21	Y78794	Maxxam Analytics Inc 		Ionic balance > 5%, use with caution;
W0000283-1	2008-10-06	C163526-0003	MOE	53 	Ionic balance > 20%, use with caution; Nutrients are inconsistent with other results;
W0000283-1	2009-09-17	C171170-0001	MOE	280 	Ionic balance > 50%, use with caution; Cations, Anions inconsistent with other results
W0000283-1	2009-09-17	C171872-0001	MOE	 [ NDID  ] 	Incomplete General Chemistry - Sulphate/Alkalinity missing
W0000283-1	2010-10-13	C180749-0002	MOE	250 	Ionic balance > 50%, use with caution; Cations, Anions inconsistent with other results
W0000283-1	2011-11-03	C190103-0001	MOE	390	Ionic balance > 60%, use with caution;
W0000283-1	2012-11-06	C198773-0001	MOE	130	Ionic balance > 40%, use with caution;
W0000283-1	2013-11-21	C208171-0002	MOE	99	Ionic balance > 20%, use with caution;
W0000283-1	2014-11-12	C216375-0001	MOE	260	Ionic balance > 30%, use with caution; Anions suspect
W0000283-1	2015-11-05	C225261-0001	MOE	140	Ionic balance > 30%, use with caution; Anions suspect
W0000284-1	2003-04-23	C104060-0001	MOE	2.3	
W0000284-1	2004-10-05	04-A038069	Maxxam Analytics Inc 	9.96	Ionic balance > 10%, use with caution; Alkalinity suspect; Aluminum suspect;
W0000284-1	2005-12-21	K10500	Maxxam Analytics Inc 	1.17	Aluminum suspect;
W0000284-1	2006-11-02	P27372	Maxxam Analytics Inc 	24.9	Ionic balance > 20%, use with caution; Calcium, Magnesium suspect; Aluminum suspect;
W0000284-1	2008-09-15	C162886-0005	MOE	0.8	
W0000284-1	2009-10-08	C171757-0005	MOE	4.9	
W0000284-1	2010-09-27	C180375-0005	MOE	0.96	
W0000284-1	2011-10-25	C189834-0001	MOE	10.0	Ionic balance > 5%, use with caution; Calcium suspect
W0000284-1	2012-11-05	C198702-0003	MOE	0.84	
W0000284-1	2013-09-24	C206399-0001	MOE	1.0	
W0000284-1	2014-10-20	C215710-0001	MOE	18.0	Ionic balance > 5%, use with caution; Calcium suspect
W0000284-1	2015-10-14	C224375-0003	MOE	17.0	Ionic balance > 5%, use with caution;
W0000285-1	2003-09-26	C109666-0001	MOE	6.5	
W0000285-1	2004-10-07	04-A038071	Maxxam Analytics Inc 	4.99	Ionic balance > 5%, use with caution; Alkalinity suspect; Aluminum, Manganese suspect;
W0000285-1	2006-02-01	K54423	Maxxam Analytics Inc 	0.106	 
W0000285-1	2006-11-15	P53375	Maxxam Analytics Inc 	41.3	Ionic balance > 40%, use with caution; Calcium, Magnesium suspect; METALS suspect;
W0000285-1	2007-10-30	V59292	Maxxam Analytics Inc 	0.16	 
W0000285-1	2008-09-16	C162886-0006	MOE	22.0	Ionic balance > 10%, use with caution; Calcium suspect
W0000285-1	2009-10-15	C172019-0002	MOE	3.7	
W0000285-1	2010-09-29	C180375-0008	MOE	0.55	
W0000285-1	2011-09-29	C188952-0003	MOE		Use with caution - Inconsistent with other results;
W0000285-1	2012-10-02	C197716-0005	MOE	2.2	
W0000285-1	2013-09-24	C206399-0006	MOE	2.2	
W0000285-1	2013-11-05	C207728-0005	MOE	4.4	
W0000285-1	2014-09-30	C215102-0001	MOE	3.1	
W0000285-1	2015-09-22	C223570-0002	MOE		
W0000286-1	2003-10-15	C110309-0001	MOE	8.4	Use with caution - Calcium, Alkalinity suspect
W0000286-1	2004-11-16	04-A043696	Maxxam Analytics Inc 	2.11	Aluminum suspect;
W0000286-1	2006-02-01	K54422	Maxxam Analytics Inc 	2.28	 
W0000286-1	2006-11-15	P53374	Maxxam Analytics Inc 	0.0998	Aluminum suspect;
W0000286-1	2007-10-30	V59291	Maxxam Analytics Inc 	2.03	Aluminum suspect;
W0000286-1	2008-09-16	C162886-0008	MOE	4.4	
W0000286-1	2009-10-15	C172019-0001	MOE	0.037000000000000005	
W0000286-1	2010-09-29	C180375-0007	MOE	3.8	
W0000286-1	2011-09-28	C188952-0001	MOE		Ionic balance > 20%, use with caution; some parameters belong to W285
W0000286-1	2012-10-01	C197716-0004	MOE	7.5	
W0000286-1	2013-09-24	C206399-0005	MOE	1.1	
W0000286-1	2014-09-30	C215102-0002	MOE	0.48	
W0000286-1	2015-09-22	C223570-0003	MOE		
W0000287-1	2004-03-08	C113783-0002	MOE	0.79 	
W0000287-1	2006-12-05	510893	ACCUTEST LABORATORIES LTD	0.9 	Ionic balance > 5%, use with caution; Calcium suspect
W0000287-1	2007-04-30	539256	ACCUTEST LABORATORIES LTD	1.03 	 
W0000287-1	2007-12-06	592287	ACCUTEST LABORATORIES LTD	1.02 [ 0.01  ] 	
W0000287-1	2008-10-22	C163978-0001	MOE	11 	
W0000287-1	2009-03-16	699821	ACCUTEST LABORATORIES LTD	1.08 [ 0.01  ] 	
W0000287-1	2009-10-22	C172359-0003	MOE	3 	
W0000287-1	2010-11-12	C181616-0010	MOE	5.7 	
W0000287-1	2011-10-13	C189338-0006	MOE	9.3	
W0000287-1	2012-11-05	C198770-0001	MOE	7.2	
W0000287-1	2013-10-30	C207630-0003	MOE	3	
W0000287-1	2014-10-07	C215339-0002	MOE	0.69	
W0000287-1	2015-08-26	C222704-0001	MOE	0.061	
W0000288-1	2004-03-08	C113783-0001	MOE	2.6 	
W0000288-1	2006-11-08	504206	ACCUTEST LABORATORIES LTD	0.91 	Aluminum suspect;
W0000288-1	2007-04-13	535519	ACCUTEST LABORATORIES LTD	1.04 	 
W0000288-1	2007-11-02	584502	ACCUTEST LABORATORIES LTD	0.96 [ 0.01  ] 	 
W0000288-1	2008-10-22	C163978-0003	MOE	14 	Ionic balance > 5%, use with caution; Calcium suspect
W0000288-1	2009-03-16	699820	ACCUTEST LABORATORIES LTD	2.52 [ 0.01  ] 	
W0000288-1	2009-10-22	C172359-0004	MOE	0.36 	
W0000288-1	2010-11-12	C181616-0012	MOE	0.39 	
W0000288-1	2011-10-13	C189338-0007	MOE	0.059	
W0000288-1	2012-11-13	C198947-0001	MOE	0.091	
W0000288-1	2013-10-30	C207630-0004	MOE	3.8	
W0000288-1	2014-10-07	C215339-0003	MOE	1.1	
W0000288-1	2015-10-13	C224376-0001	MOE	4.2	
W0000289-1	2004-03-19	C114092-0001	MOE	 [ NDID  ] 	Incomplete General Chemistry - Chloride/Nutrients missing
W0000289-1	2006-11-07	503991	ACCUTEST LABORATORIES LTD	0.99 	Arsenic, Selenium, Vanadium suspect;
W0000289-1	2007-01-11	C149000-0001	MOE	3.9 	Incomplete General Chemistry - Alkalinity missing;
W0000289-1	2007-04-13	535520	ACCUTEST LABORATORIES LTD	1.02 	Arsenic, Selenium, Vanadium suspect;
W0000289-1	2007-11-01	584295	ACCUTEST LABORATORIES LTD	0.96 [ 0.01  ] 	Arsenic, Selenium, Vanadium suspect;
W0000289-1	2008-10-23	C163992-0001	MOE	8.6 	Use with caution - Calcium, Sulphate suspect
W0000289-1	2009-03-16	699824	ACCUTEST LABORATORIES LTD	2.02 [ 0.01  ] 	METALS suspect;
W0000289-1	2009-10-23	C172359-0005	MOE	3.5 	
W0000289-1	2010-11-11	C181616-0007	MOE	3.7 	
W0000289-1	2011-10-13	C189338-0004	MOE	8.6	
W0000289-1	2012-10-29	C198580-0001	MOE	3.2	
W0000289-1	2013-09-26	C206452-0001	MOE	2.7	
W0000289-1	2014-10-09	C215396-0002	MOE	2.5	
W0000289-1	2015-08-26	C222704-0002	MOE	30	Ionic balance > 10%, use with caution; Alkalinity suspect; Sulphate suspect
W0000290-1	2004-03-25	C114202-0001	MOE	15 	Ionic balance > 5%, use with caution; Alkalinity suspect; Selenium suspect
W0000290-1	2005-09-26	C130370-0001	MOE	 [ NDID  ] 	Incomplete General Chemistry - Sulphate missing; Nitric acid added into General Chemistry bottle; Some metals are Suspect due to high chloride
W0000290-1	2006-12-12	510892	ACCUTEST LABORATORIES LTD	0.9 	Arsenic suspect;
W0000290-1	2007-07-13	557054	ACCUTEST LABORATORIES LTD	1.01 	Arsenic, Selenium suspect;
W0000290-1	2007-11-01	584296	ACCUTEST LABORATORIES LTD	1.06 [ 0.01  ] 	Arsenic, Selenium suspect;
W0000290-1	2008-10-23	C163992-0003	MOE	120 	Ionic balance > 50%, use with caution; Calcium, Magnesium suspect
W0000290-1	2009-03-16	699823	ACCUTEST LABORATORIES LTD	0.86 [ 0.01  ] 	Arsenic, Selenium suspect;
W0000290-1	2009-10-23	C172359-0006	MOE	13 	Ionic balance > 5%, use with caution;
W0000290-1	2010-11-11	C181616-0009	MOE	40 	Ionic balance > 15%, use with caution; Chloride suspect
W0000290-1	2011-10-13	C189338-0009	MOE	9.3	
W0000290-1	2012-10-17	C198226-0001	MOE	1.1	
W0000290-1	2013-09-26	C206452-0002	MOE	14	Ionic balance > 5%, use with caution;
W0000290-1	2014-10-15	C215648-0002	MOE	8	
W0000290-1	2015-10-06	C224117-0001	MOE	8.1	
W0000291-1	2003-07-16	C107113-0001	MOE	12.0	Ionic balance > 5%, use with caution; Calcium, Alkalinity suspect
W0000291-1	2009-09-17	C171193-0001	MOE	5.8	
W0000291-1	2010-11-15	C181664-0002	MOE	12.0	Ionic balance > 5%, use with caution;
W0000291-1	2011-10-25	C189771-0001	MOE	12.0	Ionic balance > 5%, use with caution; Calcium suspect
W0000291-1	2012-10-16	C198103-0001	MOE	12.0	Ionic balance > 5%, use with caution; calcium suspect
W0000291-1	2013-10-01	C206560-0001	MOE	3.9	
W0000291-1	2014-09-22	C214758-0001	MOE	2.3	
W0000291-1	2015-09-14	C223197-0001	MOE	10.0	
W0000292-1	2004-03-15	C113883-0001	MOE	5.7	
W0000292-1	2009-09-15	C171124-0001	MOE	1.7	
W0000292-1	2010-11-08	C181546-0001	MOE	16.0	Ionic balance > 5%, use with caution; Calcium suspect
W0000293-2	2003-08-26	C108411-0001	MOE	1.8	
W0000293-2	2007-04-18	R90926	Maxxam Analytics Inc 		Ionic balance > 15%, use with caution; Calcium, Magnesium suspect
W0000293-2	2007-09-04	U51114	Maxxam Analytics Inc 		Ionic balance > 5%, use with caution;
W0000293-2	2008-05-21	Y78787	Maxxam Analytics Inc 		Ionic balance > 5%, use with caution; Sodium suspect
W0000293-2	2008-10-08	C163580-0004	MOE	17.0	Ionic balance > 5%, use with caution;
W0000293-2	2009-10-19	C172192-0003	MOE	2.8	
W0000293-3	2003-08-05	C107834-0001	MOE	8.9	
W0000293-3	2007-04-18	R90925	Maxxam Analytics Inc 		 
W0000293-3	2007-09-04	U51113	Maxxam Analytics Inc 		 
W0000293-3	2008-05-21	Y78788	Maxxam Analytics Inc 		 
W0000293-3	2008-10-08	C163580-0002	MOE	5.0	
W0000293-3	2009-10-19	C172192-0002	MOE	1.1	
W0000293-3	2010-10-12	C180749-0004	MOE	0.51	
W0000293-3	2011-11-01	C190050-0001	MOE	2.4	
W0000293-3	2012-11-07	C198869-0001	MOE	34.0	Ionic balance > 15%, use with caution; Calcium suspect
W0000293-3	2013-11-13	C207967-0003	MOE	5.2	
W0000293-3	2014-10-09	C215390-0001	MOE	7.1	
W0000293-3	2015-10-07	C224123-0001	MOE	22.0	Ionic balance > 10%, use with caution; Calcium, Alkalinity suspect
W0000294-1	2003-07-16	C107171-0002	MOE	1.2	
W0000294-1	2005-10-11	C130919-0001	MOE	3.2	
W0000294-1	2006-09-19	O36441	Maxxam Analytics Inc 		
W0000294-1	2007-10-31	V61347	Maxxam Analytics Inc 	9.38	Ionic balance > 10%, use with caution; Sodium suspect;
W0000294-1	2008-10-15	C163703-0001	MOE	4.2	
W0000294-1	2009-10-19	C172098-0001	MOE	5.5	
W0000294-1	2010-11-08	C181544-0002	MOE	3.7	
W0000294-1	2011-07-05	C186459-0002	MOE		
W0000294-1	2012-10-16	C198163-0001	MOE	9.3	
W0000294-1	2013-10-07	C206891-0002	MOE	58.0	Ionic balance > 20%, use with caution; Chloride suspect
W0000294-1	2014-10-28	C216043-0001	MOE	6.5	
W0000294-1	2015-10-13	C224381-0002	MOE	5.7	
W0000295-1	2003-07-10	C106866-0001	MOE	8.3	
W0000295-1	2006-09-19	O36440	Maxxam Analytics Inc 		Ionic balance > 5%, use with caution;
W0000295-1	2007-10-31	V61348	Maxxam Analytics Inc 	5.45	Ionic balance > 5%, use with caution;
W0000295-1	2008-10-15	C163703-0002	MOE	2.2	
W0000295-1	2009-10-19	C172098-0002	MOE	6.8	Use with caution - Sodium, Chloride inconsistent with other results
W0000295-1	2010-11-08	C181544-0003	MOE	20.0	Ionic balance > 5%, use with caution;
W0000295-1	2011-10-25	C189767-0001	MOE	4.2	
W0000295-1	2012-10-16	C198163-0002	MOE	9.3	
W0000295-1	2013-10-07	C206891-0001	MOE	220.0	Ionic balance > 50%, use with caution; Chloride suspect
W0000295-1	2014-10-28	C216043-0002	MOE	13.0	Ionic balance > 5%, use with caution; Calcium suspect
W0000295-1	2015-10-13	C224381-0003	MOE	0.85	Barium suspect
W0000296-1	2003-08-12	C108106-0001	MOE	5.0	
W0000296-1	2006-09-19	O36442	Maxxam Analytics Inc 		 
W0000296-1	2007-10-30	V58846	Maxxam Analytics Inc 	2.3	 
W0000296-1	2008-10-07	C163485-0002	MOE	1.2	
W0000296-1	2009-10-22	C172279-0001	MOE	3.8	
W0000296-1	2010-11-02	C181394-0002	MOE	2.0	
W0000296-1	2011-10-24	C189710-0001	MOE	5.6	
W0000296-1	2012-10-15	C198163-0004	MOE	0.13	
W0000296-1	2013-10-08	C206891-0003	MOE	1.8	
W0000296-1	2014-10-22	C215843-0002	MOE	1.7	
W0000296-1	2015-09-30	C223856-0002	MOE	5.4	
W0000297-1	2003-08-12	C108105-0001	MOE	4.6	Aluminum suspect;
W0000297-1	2006-09-19	O36443	Maxxam Analytics Inc 		 
W0000297-1	2007-10-30	V58845	Maxxam Analytics Inc 	2.25	 
W0000297-1	2008-10-07	C163485-0003	MOE	1.8	
W0000297-1	2009-10-26	C172358-0002	MOE	0.18	
W0000297-1	2010-11-02	C181394-0003	MOE	0.19	
W0000297-1	2011-10-24	C189710-0002	MOE	4.5	
W0000297-1	2012-10-15	C198163-0005	MOE	6.6	
W0000297-1	2013-10-08	C206891-0004	MOE	1.7	
W0000297-1	2014-10-22	C215843-0003	MOE	2.9	
W0000298-2	2003-07-24	C107493-0001	MOE	4.9	
W0000298-2	2007-04-17	R90608	Maxxam Analytics Inc 		
W0000298-2	2007-09-05	U51106	Maxxam Analytics Inc 		
W0000298-2	2008-05-21	Y78797	Maxxam Analytics Inc 		Ionic balance > 5%, use with caution;
W0000298-2	2008-10-09	C163580-0005	MOE	0.41	
W0000298-2	2009-10-07	C171982-0002	MOE	6.2	
W0000298-2	2010-10-21	C181033-0001	MOE	1.3	
W0000298-2	2011-11-02	C190094-0001	MOE	3.4	
W0000298-2	2012-10-22	C198361-0001	MOE	4.1	
W0000298-2	2013-10-09	C206930-0001	MOE	0.39	
W0000298-2	2014-10-07	C215285-0002	MOE	1.2	
W0000298-2	2015-10-14	C224410-0002	MOE	2.5	
W0000298-3	2003-07-24	C107493-0004	MOE	3.1	
W0000298-3	2003-07-24	C107493-0002	MOE	2.3	
W0000298-3	2007-04-17	R90607	Maxxam Analytics Inc 		
W0000298-3	2007-09-05	U51107	Maxxam Analytics Inc 		Ionic balance > 5%, use with caution;
W0000298-3	2008-05-21	Y78798	Maxxam Analytics Inc 		
W0000298-3	2008-10-09	C163580-0007	MOE	0.61	
W0000298-3	2009-10-07	C171807-0004	MOE	3.6	
W0000298-3	2010-10-21	C181033-0002	MOE	2.9	
W0000298-3	2011-11-02	C190094-0002	MOE	4.8	
W0000298-3	2012-10-25	C198480-0001	MOE	2.8	
W0000298-3	2013-11-27	C208310-0002	MOE	0.1	
W0000298-3	2014-11-19	C216519-0001	MOE	3.8	
W0000298-3	2015-10-14	C224410-0001	MOE	1.2	
W0000298-4	2003-07-24	C107493-0003	MOE	1.5	
W0000298-4	2007-04-17	R90609	Maxxam Analytics Inc 		
W0000298-4	2007-09-05	U51108	Maxxam Analytics Inc 		
W0000298-4	2008-05-21	Y78799	Maxxam Analytics Inc 		
W0000298-4	2008-10-09	C163580-0006	MOE	0.41	
W0000298-4	2009-10-07	C171982-0003	MOE	0.96	
W0000298-4	2010-10-21	C181033-0003	MOE	1.9	
W0000298-4	2011-11-02	C190094-0003	MOE	3.1	
W0000298-4	2012-10-25	C198480-0002	MOE	0.079	
W0000298-4	2013-10-09	C206930-0002	MOE	1.8	
W0000298-4	2014-11-19	C216519-0003	MOE	0.58	
W0000298-4	2015-10-15	C224412-0001	MOE	5.2	
W0000299-1	2003-07-16	C107109-0001	MOE	9.7	Ionic balance > 5%, use with caution;
W0000299-1	2004-10-28	04-A041140	Maxxam Analytics Inc 	3.16	 
W0000299-1	2005-10-12	C131037-0001	MOE	5.1	Use with caution - Inconsistent with other results
W0000299-1	2006-10-18	299-1-0610	SGS Lakefield Research Limited		 
W0000299-1	2007-09-24	CA12556-3	SGS Lakefield Research Limited		 
W0000299-1	2008-05-08	CA12243-MAY08-9	SGS Lakefield Research Limited		 
W0000299-1	2008-09-24	C163146-0001	MOE	2.0	
W0000299-1	2009-10-06	C171753-0007	MOE	2.7	
W0000299-1	2010-10-14	C180741-0001	MOE	4.0	
W0000299-1	2011-09-13	C188481-0001	MOE		Ionic balance > 5%, use with caution; Calcium suspect
W0000299-1	2012-09-17	C197285-0001	MOE	4.7	
W0000299-1	2013-09-09	C205847-0001	MOE	3.5	
W0000299-1	2014-09-30	C215051-0001	MOE	13.0	Ionic balance > 5%, use with caution; Calcium suspect
W0000299-1	2015-09-29	C223853-0002	MOE	2.3	
W0000300-2	2003-07-21	C107335-0001	MOE	5.2	Use with caution - Calcium, Alkalinity suspect
W0000300-2	2004-10-21	04-A039906	Maxxam Analytics Inc 	1.99	
W0000300-2	2005-12-12	300-2-0512	SGS Lakefield Research Limited		
W0000300-2	2006-10-25	300-2-0610	SGS Lakefield Research Limited		
W0000300-2	2007-09-12	300-2-0709	SGS Lakefield Research Limited		
W0000300-2	2008-04-30	CA10168-MAY08-2	SGS Lakefield Research Limited		
W0000300-2	2008-10-29	C164129-0001	MOE	20.0	Ionic balance > 5%, use with caution; Calcium suspect
W0000300-2	2009-10-15	C172020-0002	MOE	1.2	
W0000300-2	2010-09-15	C180583-0001	MOE	13.0	Ionic balance > 5%, use with caution; Calcium suspect
W0000300-2	2011-10-05	C189095-0002	MOE		
W0000300-2	2012-09-11	C197151-0001	MOE	24.0	Ionic balance > 10%, use with caution; Calcium suspect
W0000300-2	2013-10-07	C206766-0003	MOE	0.46	
W0000300-2	2014-10-01	C215096-0001	MOE	5.6	
W0000300-2	2015-10-01	C223895-0002	MOE	30.0	Ionic balance > 10%, use with caution; Calcium, Alkalinity suspect
W0000300-3	2003-07-21	C107335-0003	MOE	6.9	
W0000300-3	2004-10-21	04-A039907	Maxxam Analytics Inc 	0.68	
W0000300-3	2005-12-12	300-3-0512	SGS Lakefield Research Limited		
W0000300-3	2006-10-25	300-3-0610	SGS Lakefield Research Limited		
W0000300-3	2007-09-12	300-3-0709	SGS Lakefield Research Limited		
W0000300-3	2008-04-30	CA10168-MAY08-3	SGS Lakefield Research Limited		
W0000300-3	2008-10-29	C164126-0001	MOE	4.7	
W0000300-3	2009-10-15	C172020-0003	MOE	2.6	
W0000300-3	2010-09-15	C180583-0002	MOE	4.3	
W0000300-3	2011-10-05	C189095-0003	MOE		
W0000300-3	2012-09-11	C197152-0001	MOE	8.5	
W0000300-3	2013-10-07	C206766-0002	MOE	0.36	
W0000300-3	2014-10-01	C215095-0001	MOE	0.22	
W0000300-3	2015-10-19	C224581-0001	MOE	1.8	
W0000301-1	2003-09-02	C108611-0001	MOE	4.0	
W0000301-1	2004-10-28	04-A041139	Maxxam Analytics Inc 	0.64	
W0000301-1	2006-10-18	301-1-0610	SGS Lakefield Research Limited		
W0000301-1	2007-09-10	301-1-0709	SGS Lakefield Research Limited		
W0000301-1	2008-05-01	CA12047-MAY08-1	SGS Lakefield Research Limited		Use with caution - Inconsistent with other results; Magnesium, Sodium, Sulphate suspect; METALS suspect
W0000301-1	2008-10-22	C163949-0001	MOE	3.2	
W0000301-1	2009-10-06	C171753-0001	MOE	8.0	Use with caution - Calcium, Sulphate suspect
W0000301-1	2010-10-14	C180740-0004	MOE	1.1	
W0000301-1	2011-09-28	C188855-0004	MOE		
W0000301-1	2012-09-10	C197078-0001	MOE	0.72	
W0000301-1	2013-09-18	C206175-0001	MOE	0.73	
W0000301-1	2014-10-09	C215336-0001	MOE	3.2	
W0000301-1	2015-09-30	C223848-0002	MOE	5.1	
W0000302-2	2003-11-26	C111492-0001	MOE	1.7	
W0000302-3	2003-07-07	C106783-0001	MOE	12 	
W0000302-3	2004-10-15	04-A039096	Maxxam Analytics Inc 	0.33 	Ionic balance > 5%, use with caution;
W0000302-3	2005-10-12	C131032-0001	MOE	16 	
W0000302-3	2006-10-19	302-3-0610	SGS Lakefield Research Limited		
W0000302-3	2007-09-24	CA12612	SGS Lakefield Research Limited		Strontium suspect
W0000302-3	2008-05-08	CA12243-MAY08-8	SGS Lakefield Research Limited		Strontium suspect
W0000302-3	2008-09-23	C163083-0001	MOE	17 	
W0000302-3	2009-10-06	C171753-0006	MOE	15 RE-calculation(addSr,Fe)=0%	
W0000302-3	2010-10-12	C180654-0001	MOE	11 RE-calculation(addSr,Fe)=4%,	
W0000302-3	2011-09-13	C188481-0002	MOE		
W0000302-3	2012-09-17	C197287-0001	MOE	19	
W0000302-3	2013-09-09	C205847-0002	MOE	16	
W0000302-3	2014-10-06	C215287-0001	MOE	12	
W0000302-3	2015-09-29	C223853-0001	MOE	5.9	
W0000303-2	2003-06-24	C106449-0003	MOE	1.5	
